Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
157560,BEST CHOICE HOME CARE,5701 ELMWOOD AVE STE N,INDIANAPOLIS,IN,46203,765,369,26.2,7.9,10.2,2.2,1.9,4,0,4393229,2882460,3023169,1.9,55,22146,79,117,252,163,206,325,37,,,0,,2.43,0.18428,0.60705,0.34146,0.10027,0.45528,0.51491,0.3252,0.5393,0.40921,0.58537,,0.46883,0.13821,0.62873,0.19241,0.13279
157561,ANREX HOME CARE INC,9307 CALUMET AVE STE #C-2,MUNSTER,IN,46321,130,82,17.8,6.7,9.6,0,0,1.4,0,527507,426633,449325,0.1,17,6387,74,27,55,55,27,52,20,0,,0,,3.05,0.26829,0.29268,0.53659,0.13415,0.65854,0.58537,0.53659,0.47561,0.62195,0.73171,,,0.09756,,0.08537,0.34146
157562,BACK HOME AGAIN INC,291 N STATE RD 2,VALPARAISO,IN,46383,154,68,14.1,8.6,2.4,0.7,0.3,2.1,0,265578,338680,357998,0,14,4790,81,18,50,51,17,64,,0,,0,0,2.28,0.30882,0.48529,0.39706,0.17647,0.52941,0.55882,0.36765,0.48529,0.42647,0.61765,,0.61765,0.14706,0.72059,0.08824,0.17647
157563,OMNI HOME CARE,111 GARWOOD RD,RICHMOND,IN,47374,520,325,17.5,7.5,6.2,3.3,0.2,0.3,0.2,1355204,1613014,1816316,0.2,54,17185,77,106,219,199,126,311,12,0,0,,,2.48,0.21846,0.42462,0.40923,0.13846,0.54154,0.59385,0.40615,0.50154,0.47385,0.69846,,0.65846,0.24308,0.69538,0.08308,0.13846
157565,AMERICAN NURSING CARE INC,2504 WATERBRIDGE WAY,EVANSVILLE,IN,47710,359,260,18,6.4,6,3.7,0.3,1.8,0,1175895,1102101,1236606,0.1,36,14336,76,100,160,187,73,245,13,,,0,0,2.07,0.21154,0.24231,0.34615,0.15769,0.39615,0.52692,0.31538,0.43846,0.46154,0.71538,,0.46538,0.10385,0.71538,0.05769,0.13846
157568,OMNI HOME CARE,600 N WEINBACK AVE STE 610,EVANSVILLE,IN,47711,590,321,17.4,7.1,4.9,3.3,0.2,1.2,0.6,1497970,1704665,1891966,0.3,47,17119,77,113,208,212,109,300,13,,,0,,2.32,0.23364,0.41745,0.41745,0.11526,0.4081,0.50467,0.37695,0.57632,0.42991,0.61994,,0.51402,0.18692,0.6947,0.12461,0.1028
157569,VNA HEALTHTRENDS,732 E US HWY 30,SCHERERVILLE,IN,46375,601,422,13.1,4.2,7.2,1.3,0.1,0.2,0.2,1922169,1839712,1974423,0,53,19566,77,178,244,299,123,351,44,,21,,,2.82,0.23223,0.42891,0.40047,0.14218,0.49289,0.55213,0.37678,0.46445,0.45972,0.61137,,0.61611,0.15877,0.72038,0.12796,0.15166
157570,TOTAL HOME HEALTH SERVICES INC,620 RIDGE RD,MUNSTER,IN,46321,609,349,27.1,9.1,8.9,3.8,0.7,4.6,0,3531538,2336225,2462918,0.9,36,12277,78,112,237,256,93,294,31,,21,0,,2.66,0.2149,0.51576,0.40974,0.13181,0.52149,0.58166,0.37249,0.44986,0.46705,0.6447,,0.58739,0.18052,0.67622,0.14327,0.14613
157571,CARETENDERS,1724 STATE STREET,NEW ALBANY,IN,47150,1301,795,18.8,8.4,5.5,2.8,0.4,2,0.1,3643275,3728047,4174176,0.3,126,46526,75,342,453,562,233,743,40,,,0,,2.34,0.22767,0.31572,0.46541,0.12327,0.46667,0.49937,0.46667,0.40629,0.4717,0.60755,,0.60503,0.11824,0.59874,0.08679,0.12579
157573,AMERICAN HOME HEALTH SERVICES INC,940 WEST US HIGHWAY 30,SCHERERVILLE,IN,46375,118,46,19.1,9,6.6,0.7,0,2.9,0,274754,361633,381517,0,0,,79,19,27,35,11,29,,,,0,0,2.63,0.21739,0.32609,0.36957,0.17391,0.41304,0.41304,0.32609,0.21739,0.47826,0.54348,,,0.13043,0.69565,0.06522,0.19565
157574,CARESS HEALTH CARE SERVICES INC,3125 45TH ST,HIGHLAND,IN,46322,372,177,17.5,9.5,4,0.3,0,3.5,0,762291,944304,995178,0.1,14,5539,77,60,117,102,75,72,83,0,22,0,0,2.89,0.15254,0.38983,0.50847,0.15819,0.63842,0.61582,0.51412,0.31638,0.58757,,,,0.09605,,0.0678,0.19209
157576,CENTRAL HOME HEALTH SERVICES INC,5699 E 71ST ST  STE 2B,INDIANAPOLIS,IN,46220,121,87,20.2,4.4,12.5,0.5,0,2.8,0,446545,482000,484989,0.2,,,75,25,62,17,70,18,66,,,0,,2.16,0.09195,0.35632,0.35632,0.13793,0.41379,0.55172,0.32184,0.35632,0.64368,0.50575,,0.50575,0.04598,0.51724,0.06897,0.13793
157578,AMEDISYS HOME HEALTH,1332 W ARCH HAVEN AVE STE E,BLOOMINGTON,IN,47403,1527,940,20.4,8,6.5,3,0.3,2,0.6,6794218,4888082,5333161,0.2,110,39299,77,355,585,665,275,900,20,,,0,,2.39,0.24149,0.37128,0.46277,0.14574,0.49149,0.53085,0.45638,0.41277,0.45638,0.6117,,0.61277,0.14362,0.58191,0.0766,0.10213
157580,ADVANCED HOME HEALTH CARE INCORPORATED,2834 B 45TH ST,HIGHLAND,IN,46322,549,240,17,9.9,3.6,1.3,0.2,2,0,2049163,1461466,1535922,0.3,36,14985,77,82,158,163,77,165,51,0,24,0,0,3.03,0.22917,0.53333,0.45417,0.1125,0.55417,0.625,0.43333,0.34167,0.5875,0.575,,0.64583,0.10417,0.74583,0.0875,0.175
157581,ASSURED HOME HEALTHCARE INC,1947 HARDER CT STE B,SCHERERVILLE,IN,46375,306,132,19.3,8.6,4,0.1,0,6.5,0,1098970,784427,826038,0.1,,,77,46,86,87,45,61,51,,18,0,,2.56,0.15909,0.43939,0.42424,0.12879,0.57576,0.46212,0.39394,0.36364,0.5303,0.49242,,0.59091,0.11364,0.69697,0.11364,0.12879
157582,BROOKDALE HOME HEALTH INDIANAPOLIS,5354 W 62ND ST,INDIANAPOLIS,IN,46268,329,223,23.6,9,7.2,6,1.3,1.1,0,1310063,1368910,1361458,1.6,16,5883,87,63,160,211,12,205,18,0,0,0,0,1.92,0.21973,0.73543,0.21525,0.11211,0.38565,0.49776,0.20179,0.49327,0.28251,0.50224,,0.45291,0.20179,0.64126,0.17489,0.15247
157583,AMEDISYS HOME HEALTH,2200 LAKE AVE STE 150,FORT WAYNE,IN,46805,479,327,19.8,6.3,6.8,3.1,2,1.1,0.5,2152460,1623252,1802627,0.6,49,17404,78,109,218,229,98,298,20,0,,0,,2.34,0.17431,0.44954,0.37309,0.12538,0.40367,0.60245,0.36086,0.44037,0.43731,0.55657,,0.44037,0.18043,0.6055,0.10703,0.17431
157584,KENTUCKYONE-VNA HEALTH AT HOME,516 LEWIS & CLARK PKWY STE 101,CLARKSVILLE,IN,47129,1074,743,14.5,6.8,5.3,1.6,0.3,0.5,0.1,3337897,2894605,3254929,0.1,145,57030,73,297,446,555,188,683,38,,,0,15,2.31,0.20188,0.26918,0.43607,0.14132,0.40781,0.52086,0.41992,0.41454,0.44549,0.65949,,0.58143,0.10767,0.61373,0.06999,0.10498
157585,ALPHA HOME PHYSICAL THERAPY INC,6431 S EAST STREET,INDIANAPOLIS,IN,46227,1833,1396,18.2,4.8,8.3,2.6,0.4,1.9,0.1,7312058,6554814,6633022,0.5,157,72036,78,466,930,1055,341,1222,143,,,,12,2.1,0.18553,0.41834,0.29728,0.12178,0.39398,0.49212,0.26862,0.42908,0.41691,0.65115,,0.47851,0.15903,0.70487,0.08309,0.11819
157586,GREAT LAKES CARING,3115 S WEBSTER ST,KOKOMO,IN,46902,5034,3038,17.2,6.7,5.6,2.2,0.9,1.6,0.3,18862990,15724015,16776543,0.5,838,307548,76,1117,1921,2153,885,2773,200,,29,,24,2.5,0.20507,0.35846,0.45523,0.13167,0.44997,0.56057,0.4187,0.51382,0.47136,0.69026,,0.61356,0.22153,0.71165,0.08262,0.12344
157588,ABLE HANDS HOMECARE,504 S BALDWIN AVE,MARION,IN,46953,43,39,21,5.5,6.9,4.2,2.7,1.7,0,111857,147168,163566,0.6,,,72,17,22,25,14,34,,0,,0,0,2.39,0.23077,0.23077,0.41026,0.02564,0.4359,0.53846,0.38462,0.30769,0.53846,0.66667,,0.53846,0.10256,0.64103,0.05128,0.28205
157589,"VIAQUEST HOME HEALTH OF INDIANA, LLC",3409 N BRIARWOOD LANE,MUNCIE,IN,47304,602,441,18.3,5.8,7.1,2.7,0.8,1.8,0,2479120,2058237,2183724,0.1,74,29168,78,171,270,320,121,373,61,,,0,,2.73,0.21995,0.38322,0.41497,0.12925,0.44671,0.63265,0.37188,0.47846,0.51474,0.68481,,0.55782,0.1678,0.63492,0.08163,0.12925
157592,LMR INDIANA HOME CARE INC,7863 BROADWAY STE 124,MERRILLVILLE,IN,46410,282,103,14.4,7.3,5.2,0.4,0,1.4,0,865695,717147,756632,0,,,75,25,78,53,50,44,49,,,0,,2.62,0.14563,0.47573,0.40777,0.06796,0.49515,0.54369,0.38835,0.32039,0.59223,0.62136,,0.63107,0.07767,,0.1165,0.23301
157593,"VIAQUEST HOME HEALTH OF INDIANA, LLC","5 NORTH 10TH STREET, SUITE C",LAFAYETTE,IN,47901,38,27,25.7,10.6,8.4,2.2,0,4.4,0,207050,129103,136162,1.3,,,78,,,,,27,0,0,0,0,0,2.37,0.22222,0.51852,0.2963,0.14815,0.40741,0.7037,0.2963,0.48148,0.48148,0.44444,,0.55556,0.14815,0.62963,0.11111,0.03704
157594,EXCEL HOME HEALTH CARE LLC,1102 S LEBANON ST,LEBANON,IN,46052,527,272,27.3,11.2,6.1,3.1,1.2,5.3,0.4,2078512,1869746,1836758,4.6,32,12894,78,97,175,214,58,270,,0,0,0,,2.33,0.20588,0.43382,0.37868,0.12868,0.51838,0.51471,0.37868,0.38971,0.45221,0.64338,,0.62132,0.16544,0.5625,0.05515,0.09926
157595,V-CARE HOME HEALTH SERVICES LLC,3026 45TH ST STE 2A,HIGHLAND,IN,46322,419,163,13.6,7.5,4,0.1,0,2,0,1171964,1095479,1155702,0,27,11169,81,51,112,114,49,46,85,0,32,0,0,2.36,0.21472,0.41104,0.32515,0.16564,0.52147,0.56442,0.33742,0.17178,0.57669,0.69939,,0.63804,0.17178,,0.03681,0.15337
157597,HOME HEALTH CARE SOLUTIONS LLC,5250 E US 36 STE 710,AVON,IN,46123,1336,1072,23.4,8.4,8,4.4,0.4,2,0.2,5891212,4845052,5107109,0.8,102,41709,80,323,749,879,193,1022,28,,,0,,2.12,0.22295,0.39552,0.39272,0.15205,0.44496,0.53918,0.36567,0.40299,0.42817,0.65299,,0.52985,0.1875,0.6306,0.0597,0.1194
157598,ANGELS OF MERCY HOMECARE,522 FRANKLIN STREET,COLUMBUS,IN,47201,414,200,13,7.7,3.5,1.4,0.2,0.2,0.1,789519,1113697,1149421,0,44,17520,77,76,124,138,62,188,,,,0,0,2.56,0.255,0.395,0.45,0.125,0.515,0.57,0.425,0.475,0.555,0.66,,0.54,0.13,0.62,0.085,0.15
157599,HEARTS WITH INTEGRITY,603 E NORTH STREET,HARTFORD CITY,IN,47348,144,118,16.2,6.4,5.6,0.8,0.2,3.3,0.1,257104,381040,428256,0.8,,,79,43,75,92,26,116,,0,,0,0,1.89,0.27966,0.29661,0.42373,0.18644,0.5,0.63559,0.41525,0.39831,0.44915,0.61864,,0.60169,0.09322,0.64407,0.02542,0.16102
157600,ALPHA HOME HEALTH CARE INC,9222 INDIANAPOLIS BLVD UNIT A,HIGHLAND,IN,46322,265,95,18.5,8.2,3.6,0.2,0,6.5,0,903342,644068,679745,0,,,81,26,69,65,30,43,41,0,,0,,2.79,0.21053,0.50526,0.45263,0.15789,0.57895,0.57895,0.44211,0.29474,0.57895,0.50526,,0.66316,0.15789,,0.08421,0.16842
157601,CARDINAL HOME HEALTH SERVICES INC,7863 BROADWAY STE 202,MERRILLVILLE,IN,46410,280,83,20.8,7.8,5.9,0,0,7.2,0,970257,736489,773137,0,13,4707,79,14,69,62,21,34,41,0,,0,,2.61,0.16867,0.37349,0.46988,0.10843,0.55422,0.61446,0.42169,0.22892,0.50602,0.6988,,0.68675,0.16867,,0.06024,0.13253
157602,MAXIMUM HOME HEALTH CARE INC,8220 CALUMET AVE,MUNSTER,IN,46321,24,16,19.3,9.7,7.3,0,0,2.4,0,98894,78849,78280,5.8,,,74,,,,,,,0,,0,0,3.71,0.3125,0.375,0.5,0.0625,0.625,,0.5,0.1875,0.625,0.75,,0.6875,0.1875,0.75,0.0625,0.1875
157603,CARING FIRST HOME HEALTH LLC,28441 STATE ROUTE 1,W HARRISON,IN,47060,343,199,31.4,9.2,9.9,5.8,0.3,6.1,0,2815592,1418995,1439563,5.3,13,5010,77,90,109,140,59,195,,0,,0,,2.6,0.30151,0.35176,0.36683,0.14573,0.51759,0.61307,0.33668,0.40201,0.46734,0.70352,,0.55779,0.15075,0.58794,0.07035,0.1608
157604,ALL AMERICA HOMEHEALTHCARE INC,8140 CALUMET AVE,MUNSTER,IN,46321,362,117,16.4,7.9,5.3,0.1,0.1,3,0,991604,964250,1016977,0,20,7032,76,41,76,71,46,61,37,0,19,0,0,2.89,0.16239,0.47863,0.4188,0.12821,0.5641,0.65812,0.37607,0.31624,0.54701,0.64103,,0.66667,0.11111,,0.17094,0.16239
157605,FIRST CHOICE HOME HEALTH SERVICES INC,6 N MORGAN BLVD STE 101,VALPARAISO,IN,46383,86,36,14.7,10.3,3.8,0,0,0.6,0,217308,202276,213203,0,,,76,,,,,33,,0,,0,0,2.36,0.30556,0.16667,0.52778,0.22222,0.5,0.58333,0.47222,0.30556,0.41667,0.72222,,,0.13889,0.52778,0,0.02778
157607,TRIUNE HOME HEALTH PARTNERS,819 E 9TH ST,ROCHESTER,IN,46975,607,462,18.7,7,7.1,2.6,0.3,1.8,0,1853162,1907758,2074138,0.3,51,22969,82,158,304,398,64,449,,,,0,,2.32,0.22294,0.51515,0.35931,0.12338,0.42641,0.5,0.35065,0.47186,0.42641,0.63636,,0.48701,0.18398,0.67749,0.10173,0.11472
157608,HOOSIER HOMECARE SERVICES LLC,614 EAST 53RD STREET,ANDERSON,IN,46013,787,502,25.7,4.4,13.2,4,0.6,3.4,0,2989706,3393921,3439263,0.9,30,10447,81,165,337,353,149,466,33,0,,0,,2.23,0.22311,0.47809,0.36853,0.11355,0.45618,0.5498,0.33068,0.48008,0.43028,0.67131,,0.56175,0.19323,0.72112,0.08167,0.1255
157609,ACTIVE HOME HEALTH CARE LLC,2056 45TH ST,HIGHLAND,IN,46322,45,17,18.4,8.2,7.4,1.2,0.3,1.2,0,97085,148762,156971,0,,,77,,,,,,,,,0,0,1.52,0.05882,0.41176,0.35294,0.05882,0.41176,0.41176,0.41176,0.23529,0.35294,0.64706,,,0.41176,,0.05882,0.11765
157610,HOME HEALTH ANGELS LLC,117 N MAIN ST PO BOX 283,WINCHESTER,IN,47394,266,120,18,8.5,7.4,0,0,2,0.1,705903,679957,785225,0.3,13,4225,79,35,85,96,24,116,0,,,0,,2.19,0.18333,0.44167,0.425,0.08333,0.49167,0.60833,0.425,0.48333,0.44167,0.65,,0.6,0.225,0.65,0.075,0.1
157611,NORTHWEST HOME HEALTH CARE INC,"9011 INDIANAPOLIS BOULEVARD, SUITE B",HIGHLAND,IN,46322,407,153,15.5,8.2,3.6,0.4,0,3.2,0,860411,1016128,1072044,0,25,9527,78,47,106,89,64,80,43,0,30,0,0,2.95,0.16993,0.45098,0.43137,0.13725,0.56863,0.57516,0.43137,0.24837,0.5817,0.71242,,0.62745,0.11765,,0.0915,0.11111
157612,AMERICAN CHOICE HOME HEALTH CARE,419 RIDGE RD STE J,MUNSTER,IN,46321,520,232,22.2,9.1,6,1.6,0.1,5.5,0,2369386,1607077,1687229,0.4,23,8740,77,80,152,161,71,154,61,,11,0,,2.91,0.23707,0.46983,0.51724,0.16379,0.60776,0.64224,0.50862,0.46552,0.57328,0.64224,,0.72845,0.15948,,0.11207,0.18534
157613,LOVING HANDS R ON THE WAY LLC,445 169TH STREET,HAMMOND,IN,46324,29,13,16.6,10.8,4,0,0,1.8,0,72864,70827,74706,0,,,72,,,,,,,,0,0,0,3.8,0.15385,0.69231,0.46154,0.15385,0.61538,0.69231,0.46154,0.46154,0.53846,0.53846,,,0,0.53846,0.23077,0.23077
157615,ALLIANCE HOME HEALTH CARE INC,5930 HOHMAN AVE STE 102,HAMMOND,IN,46320,260,133,19.5,9.9,2.3,0.7,0.2,6.5,0,761403,619789,651931,0.3,,,78,34,99,78,55,31,97,0,,0,,2.5,0.19549,0.31579,0.41353,0.13534,0.58647,0.61654,0.42857,0.21053,0.59398,0.67669,,0.73684,0.15038,,0.08271,0.10526
157616,ADIEL HOME HEALTH SERVICES LLC,608 W 81ST AVE,MERRILLVILLE,IN,46410,319,92,19.9,7.6,3.7,0.3,0,8.3,0,725978,752773,794167,0,11,2921,75,32,60,46,46,71,14,,,0,0,2.41,0.16304,0.3913,0.44565,0.13043,0.44565,0.56522,0.42391,0.42391,0.52174,0.6087,,0.6087,0.20652,0.75,0.28261,0.11957
157618,ACCREDITED UNIVERSAL HOME HEALTH,6202 B CONSTITUTION DRIVE,FORT WAYNE,IN,46804,60,34,18.7,11.9,5,1,0,0.7,0.1,243878,152212,168681,0.2,,,74,19,15,,,24,,0,0,0,,2.68,0.29412,0.35294,0.35294,0.02941,0.41176,0.55882,0.38235,0.38235,0.52941,0.55882,,0.35294,0.05882,0.67647,0.08824,0.08824
157619,CORNERSTONE HOME HEALTHCARE,5 HIGH STREET,MOORESVILLE,IN,46158,430,263,21.1,7.2,7.3,2,0.5,3.7,0.3,1862114,1515452,1527835,0.3,26,10955,77,82,181,203,60,254,,,0,0,,2.07,0.22053,0.36882,0.37262,0.1597,0.42966,0.52471,0.34221,0.47909,0.43346,0.63878,,0.47909,0.1673,0.70342,0.04943,0.13688
157621,"BETTER LIVING HOME HEALTH CARE, INC",2040 WASHINGTON AVENUE,EVANSVILLE,IN,47714,31,14,29.5,8.5,2.7,1.7,0,16.5,0,87178,76101,84007,1.7,0,,74,,,,,12,,0,0,0,,2.84,0.28571,0.42857,0.57143,0.14286,0.35714,0.64286,0.5,0.71429,0.42857,0.64286,,0.5,0.07143,,0.07143,0.07143
157622,MERCY HOME HEALTH CARE LLC,2057 W GLEN PARK AVENUE,GRIFFITH,IN,46319,43,28,12.5,7.4,3.9,0,0,1.2,0,64525,102495,108132,0,,,83,,,,,20,,0,,0,0,1.64,0.39286,0.42857,0.28571,0,0.53571,0.42857,0.35714,0.10714,0.39286,0.64286,,0.53571,0.35714,,0.10714,0.21429
157624,PHYSIOCARE HOME HEALTHCARE LLC,"625 SOUTH EARL AVENUE, STE D",LAFAYETTE,IN,47904,699,522,18.7,3.9,9,3.4,0.3,2,0.1,2682007,2571370,2711539,0.3,60,23353,79,183,339,361,161,499,14,0,,0,,2.17,0.20881,0.45019,0.35441,0.09962,0.40996,0.53065,0.33525,0.45977,0.44828,0.63985,,0.45594,0.16284,0.57088,0.14751,0.12069
157626,"AMORE HOME HEALTH CARE SERVICES, INC","9209 WICKER AVENUE, SUITE WEST",SAINT JOHN,IN,46373,178,104,15.3,6.9,6.3,0.5,0.1,1.4,0.1,593312,499654,523694,0,,,80,40,64,91,13,84,12,0,,0,,2.49,0.25962,0.31731,0.46154,0.23077,0.52885,0.55769,0.46154,0.26923,0.50962,0.67308,,0.63462,0.08654,0.69231,0.04808,0.13462
157628,"ATLAS HOME HEALTH SERVICES, INC",1650 45TH ST STE G,MUNSTER,IN,46321,142,58,20.9,8,9.3,1.1,0,2.5,0,637417,469311,494777,0.1,12,3779,74,20,38,34,24,32,16,,,0,,2.89,0.22414,0.31034,0.44828,0.10345,0.63793,0.68966,0.44828,0.43103,0.65517,,,0.65517,0.13793,0.72414,0.06897,0.18966
157630,DIVINE HOME HEALTHCARE INC,5215 N BEND DR,FORT WAYNE,IN,46804,32,29,18,5.3,8.7,1.7,0.7,1.7,0,84050,103167,114476,0,,,72,,,,,21,,,,0,,2.63,0.17241,0.41379,0.34483,0.10345,0.41379,0.58621,0.24138,0.48276,0.44828,0.58621,,0.41379,0.17241,,0.17241,0.10345
157631,COMFORT HOME HEALTH LLC,1815 S PLATE STREET,KOKOMO,IN,46902,52,42,19.5,7.1,5.8,3.1,0.5,3,0,147194,149713,165595,0,,,78,12,30,28,14,41,,0,0,0,,3.44,0.30952,0.42857,0.45238,0,0.52381,0.61905,0.42857,0.52381,0.52381,0.47619,,0.66667,0.14286,0.7381,0.09524,0.07143
157632,RELIANT AT HOME LTD,341 LOGAN ST STE L110,NOBLESVILLE,IN,46060,164,88,22.9,8.8,4.1,1,0,9.1,0,706722,470211,465716,5.4,21,7586,71,24,64,32,56,75,,0,0,0,,2.83,0.17045,0.29545,0.38636,0.125,0.44318,0.46591,0.40909,0.45455,0.54545,0.53409,,0.47727,0.13636,0.56818,0.06818,0.17045
157633,HOPE HOME HEALTH CARE INC,3800 W 80TH LN,MERRILLVILLE,IN,46410,327,131,20,7.9,7.1,0.3,0.2,4.6,0,762867,979834,1053050,0,19,7308,77,50,81,81,50,51,64,0,14,,,3.52,0.26718,0.37405,0.41985,0.22901,0.58015,0.62595,0.41221,0.24427,0.59542,0.69466,,0.69466,0.10687,,0.08397,0.18321
157634,SUNRISE HOME HEALTH CARE SERVICES INC,2711 W LINCOLN HIGHWAY,MERRILLVILLE,IN,46410,339,98,20,8.1,2.9,1.1,0.6,7.5,0,848624,823307,866085,0.1,19,8022,78,30,68,75,23,74,19,,,0,0,2.84,0.22449,0.5102,0.35714,0.08163,0.52041,0.47959,0.32653,0.34694,0.5102,0.67347,,0.61224,0.23469,0.64286,0.14286,0.15306
157635,SELECT HOME HEALTH SERVICES INC,121 PENN STREET,WESTFIELD,IN,46074,1040,527,28.1,5.8,8.3,7.3,1.1,5.6,0.1,3830968,4470147,4473077,2.7,62,26192,78,187,340,342,185,407,111,,,0,,2.45,0.18975,0.47628,0.33586,0.12144,0.44592,0.5389,0.31309,0.51044,0.44592,0.59962,,0.51423,0.16509,0.56357,0.08918,0.16509
157636,ADVOCATES HOME HEALTH CARE LLC,9135 N MERIDIAN ST STE B4,INDIANAPOLIS,IN,46260,16,16,31.9,6.5,8.3,4.7,0,13.6,0,70624,62752,61255,3.4,,,72,,,,,13,,0,0,,0,2.07,0.25,0.25,0.25,0.0625,0.4375,0.3125,0.125,0.5625,0.5625,0.4375,,0.5,0.125,0.5,0.0625,0.1875
157638,FOSTER HEALTHCARE,921 EAST 86TH ST STE 205,INDIANAPOLIS,IN,46240,116,49,41.4,8.9,4.3,2.3,0.7,25.4,0.3,741725,413266,388828,7.5,,,67,15,34,11,38,15,32,0,,,0,2.99,0.20408,0.38776,0.4898,0.12245,0.44898,0.59184,0.34694,0.67347,0.46939,0.44898,,0.44898,0.12245,0.61224,0.08163,0.18367
157642,BROOKDALE HOME HEALTH VALPARAISO,3444 SWANSON RD,PORTAGE,IN,46368,316,188,22.5,8.5,7.2,4.8,0.2,2.3,0,1145701,1140495,1207008,0.1,12,4867,85,67,121,,,177,,0,,0,,1.95,0.30319,,0.26596,0.10106,0.45745,0.5,0.27128,0.53723,0.28191,0.56915,,0.55319,0.21277,0.58511,0.29787,0.11702
157643,PARAGON HOME HEALTH CARE INC,3310 HICKORY RD STE B-1A,MISHAWAKA,IN,46545,285,161,24,6.1,11.1,3.5,0.6,2.7,0,1535176,1113108,1189777,1,18,5328,76,48,113,86,75,144,14,0,,0,,2.74,0.14907,0.47205,0.25466,0.10559,0.38509,0.63975,0.22981,0.50932,0.46584,0.59627,,0.45342,0.17391,0.57764,0.13043,0.14907
157645,PURE HOME HEALTH CARE LLC,9333 N MERIDIAN STREET SUITE 104,INDIANAPOLIS,IN,46260,303,187,23.1,6.6,9.7,0.7,0.3,5.7,0.1,1411766,1056416,1055911,1.1,29,11913,71,79,108,81,106,112,69,,,0,,3.08,0.12834,0.42781,0.42781,0.10695,0.47594,0.62032,0.41711,0.54545,0.51337,0.62032,,0.51337,0.11765,0.51872,0.1016,0.13904
157646,FREEDOM HOME HEALTH OF INDIANA INC,"7215 EAST 21ST STREET, SUITE A",INDIANAPOLIS,IN,46219,333,253,16.7,7.2,6.4,2.6,0.1,0.2,0.3,837591,1096508,1092943,1.5,19,6887,79,86,167,187,66,213,35,,,,,2.38,0.21739,0.45455,0.35968,0.11462,0.43478,0.62846,0.35178,0.50198,0.39526,0.70751,,0.57708,0.24506,0.55731,0.0751,0.14625
157648,STAR HOME HEALTH INC,9515 INDIANAPOLIS BLVD SUITE 4,HIGHLAND,IN,46322,470,158,15.6,8.8,4.9,0.5,0,1.4,0,1072692,1201152,1264727,0.6,23,8941,76,50,108,84,74,51,90,0,16,,,2.43,0.13291,0.37975,0.38608,0.10759,0.53165,0.53797,0.38608,0.24051,0.56329,0.56962,,0.62025,0.10127,,0.06329,0.13924
157649,"AMERICAN HOME HEALTHCARE SERVICES, INC",1035 WALL ST STE 104-C1,JEFFERSONVILLE,IN,47130,165,94,17.4,9.1,3.2,2.6,0,2.6,0,605758,407281,456458,0.6,21,8268,73,34,60,55,39,88,,,,,,2.63,0.18085,0.37234,0.48936,0.1383,0.45745,0.6383,0.42553,0.51064,0.56383,0.64894,,0.53191,0.12766,0.70213,0.23404,0.07447
157651,KINDRED AT HOME-HOME HEALTH-INDIANAPOLIS,5250 E US HIGHWAY 36 SUITE 850,AVON,IN,46123,432,297,18.3,6.9,6.5,3.6,0.4,0.7,0.2,1561462,1560305,1579172,0.1,51,21356,76,103,194,210,87,238,51,,,0,,2.8,0.22222,0.3771,0.36364,0.16162,0.47475,0.6431,0.3367,0.53872,0.53199,0.6734,,0.53535,0.14141,0.63636,0.06061,0.08754
157653,RN2U INC,635 S STATE RD 67,MOORESVILLE,IN,46158,157,102,27.2,9.7,7.9,4.1,0,5.9,0.4,910280,570842,572009,1.3,11,4570,74,32,70,43,59,82,18,,0,0,,2.34,0.16667,0.46078,0.31373,0.06863,0.43137,0.48039,0.32353,0.47059,0.5098,0.63725,,0.51961,0.15686,0.58824,0.12745,0.13725
